gender,eng,count,pr_fa,abjad,pr_en,origin,civil_registration_approved
دختر,nika del,101,نيکادل,115,nikā del,فارسی,تایید شده
پسر,nadali,,نادعلی,165,nadali,عربی,نامشخص
پسر,nadin,,نادین,115,nadin,"فارسی , سانسکریت",نامشخص
پسر,naramsin,,نارامسین,412,naramsin,فارسی,نامشخص
دختر,narshin,,نارشین,611,narshin,ترکی,نامشخص
دختر,narmela,,نارملا,322,narmela,فارسی,نامشخص
پسر,narniya,,نارنیا,312,narniya,فارسی,نامشخص
دختر,nor ata,,نورآتا,658,nor ata,"ترکی , عربی",نامشخص
دختر,nushzad,,نوشزاد,368,nushzad,فارسی,نامشخص
دختر,nushnaz,,نوشناز,414,nushnaz,فارسی,نامشخص
دختر,nisana,,نیسانا,172,nisana,فارسی,نامشخص
دختر,nisha,,نیشا,361,nisha,کردی,نامشخص
دختر,nikaram,,نیکارام,322,nikaram,فارسی,نامشخص
دختر,nilab,,نیلاب,93,nilab,فارسی,نامشخص
دختر,nimtaj,,نیمتاج,504,nimtaj,فارسی,نامشخص
دختر,nivan dokht,,نیواندخت,1121,nivan dokht,فارسی,نامشخص
دختر,nivvand,,نیووند,126,nivvand,فارسی,نامشخص
پسر,nivtash,,نیوتش,766,nivtash,فارسی,نامشخص
پسر,nivzad,,نیوزاد,78,nivzad,فارسی,نامشخص
پسر,nivzar,,نیوزار,274,nivzar,کردی,نامشخص
دختر,naz panah,,نازپناه,116,naz panah,فارسی,نامشخص
پسر,nastahin,,نستهین,575,nastahin,فارسی,نامشخص
پسر,nazvand,,نازوند,118,nazvand,فارسی,نامشخص
پسر,nur afshan,101,نورافشان,688,nur afšān,"فارسی , عربی",تایید شده
پسر,navvab,4564,نواب,59,navvāb,عربی,تایید شده
پسر,namin,101,نامین,151,nāmin,فارسی,تایید شده
دختر,nowshid,101,نوشيد,370,nowšid,اوستایی,تایید شده
دختر,nairika,177,نائيريکا,302,nāirikā,اوستایی,تایید شده
دختر,narvan,191,نارون,307,nārvan,فارسی,تایید شده
دختر,naz bu,101,نازبو,66,nāz bu,فارسی,تایید شده
دختر,naghibeh,101,نقيبه,167,naqibe,عربی,تایید شده
دختر,najmiye,2070,نجميه,108,najmiye,عربی,تایید شده
دختر,nur saba,125,نورصبا,349,nure sabā,"فارسی , عربی",تایید شده
دختر,nafele,101,نافله,166,nāfele,عربی,تایید شده
دختر,nayyeraezam,385,نيراعظم,1271,naezam,فارسی,تایید شده
دختر,nosrat,83685,نصرت,740,nosrat,عربی,تایید شده
دختر,nafisehzahra,195,نفیسه زهرا,418,nzahrā,عربی,تایید شده
دختر,niksima,101,نيکسيما,191,nsimā,"فارسی , عربی",تایید شده
دختر,nazlar,607,نازلار,289,nāzlār,"ترکی , فارسی",تایید شده
دختر,nar mina,101,نارمینا,352,nār minā,"فارسی , عربی",تایید شده
دختر,nita,435,نيتا,461,nitā,فارسی,تایید شده
دختر,naz tab,101,نازتاب,461,nāz tāb,فارسی,تایید شده
دختر,narse,101,نرسه,315,narse,اوستایی,تایید شده
دختر,nari,,ناری,261,nari,"فارسی , عربی",نامشخص
دختر,nariya,,ناریا,262,nariya,کردی,نامشخص
دختر,narika,,ناریکا,282,narika,گیلکی,نامشخص
دختر,nariyeh,,ناریه,266,nariye,عربی,نامشخص
دختر,nazdar,,نازدار,263,nazdar,فارسی,نامشخص
دختر,nazdaneh,,نازدانه,118,nazdane,فارسی,نامشخص
دختر,nazyar,,نازیار,269,nazyar,فارسی,نامشخص
دختر,nansi,,نانسی,171,nansi,فرانسوی,نامشخص
پسر,nahrin,,ناهرین,316,nahrin,فارسی,نامشخص
دختر,nahira,,ناهیرا,267,nahira,فارسی,نامشخص
دختر,najibe,,نجیبه,70,najibe,عربی,نامشخص
پسر,nadim,,ندیم,104,nadim,عربی,نامشخص
دختر,narsa,,نرسا,311,narsa,فارسی,نامشخص
دختر,holma,52265,حلما,79,holmā,عربی,تایید شده
پسر,hossein,1819471,حسين,128,hoseyn,عربی,تایید شده
پسر,hami,2767,حامي,59,hāmi,عربی,تایید شده
پسر,hesam,59968,حسام,109,hesām,عربی,تایید شده
دختر,hosna,51293,حسناحسنی,119,hosnā,عربی,تایید شده
پسر,heydar,121354,حيدر,222,heydar,عربی,تایید شده
دختر,howra,9472,حورا,215,howrā,عربی,تایید شده
پسر,hamidreza,294436,حميدرضا,1063,hrezā,عربی,تایید شده
دختر,hadise,72904,حديثه,527,hadise,عربی,تایید شده
دختر,hadis,97428,حديث,522,hadis,عربی,تایید شده
دختر,hannane,66798,حنانه,114,hannāne,عربی,تایید شده
دختر,halya,1773,حليا,49,halyā,عربی,تایید شده
دختر,haniye,44558,حانيه,74,hāniye,عربی,تایید شده
دختر,hana,185,حانا,60,hānā,عربی,تایید شده
پسر,hares,1593,حارث,709,hāres,عربی,تایید شده
دختر,hana,4745,حنا,59,hanā,عربی,تایید شده
پسر,hesan,2260,حسان,119,hesān,عربی,تایید شده
پسر,heydarali,27395,حيدرعلي,332,hali,عربی,تایید شده
دختر,haseyba,1342,حسیبا,81,haseybā,"فارسی , عربی",تایید شده
پسر,hamze,69259,حمزه,60,hamze,عربی,تایید شده
پسر,hosseinsalar,186,حسین سالار,420,hsālār,"فارسی , عربی",تایید شده
پسر,hamin,,حامین,109,hamin,عربی,نامشخص
پسر,hesamoddin,13308,حسامالدين,204,hesāmoddin,عربی,تایید شده
پسر,hojjatollah,62346,حجتالله,477,hojjatollāh,عربی,تایید شده
پسر,hamid,392533,حميد,62,hamid,عربی,تایید شده
پسر,hamed,219974,حامد,53,hāmed,عربی,تایید شده
پسر,hosseintaha,335,حسین طاهاحسین طه,144,htāhā,عربی,تایید شده
دختر,horiya,3312,حوریا,225,horiyā,"فارسی , عربی",تایید شده
دختر,harir,905,حریر,418,harir,عربی,تایید شده
دختر,hesaneh,1281,حسانه,124,hesāne,عربی,تایید شده
پسر,hasib,1102,حسيب,80,hasib,عربی,تایید شده
پسر,hannan,665,حنان,109,hannān,عربی,تایید شده
پسر,hafez,13846,حافظ,989,hāfez,عربی,تایید شده
پسر,hatam,19809,حاتم,449,hātam,عربی,تایید شده
پسر,hosseinali,110545,حسينعلی,238,hali,عربی,تایید شده
پسر,hayyan,398,حیان,69,hayyān,عربی,تایید شده
پسر,hosseinreza,4708,حسین رضا,1129,hrezā,عربی,تایید شده
دختر,hurisa,101,حوریسا,285,hurisā,"فارسی , عربی",تایید شده
دختر,hadisa,191,حديثا,523,hadisā,عربی,تایید شده
دختر,horre,101,حره,213,horre,عربی,تایید شده
دختر,halime,127857,حليمه,93,halime,عربی,تایید شده
دختر,hanife,22614,حنيفه,153,hanife,عربی,تایید شده
دختر,homeyira,41904,حميرا,259,homeyirā,عربی,تایید شده
دختر,hamide,202174,حميده,67,hamide,عربی,تایید شده
دختر,hamde,829,حمده,57,hamde,عربی,تایید شده
پسر,hasan,1039015,حسن,118,hasan,عربی,تایید شده
پسر,hamim,,حامیم,99,hamim,عربی,نامشخص
پسر,hoseyna,,حسینا,129,hoseyna,فارسی,نامشخص
پسر,hamidolah,,حمیدالله,128,hamidollah,عربی,نامشخص
پسر,harif,101,حريف,298,harif,عربی,تایید شده
پسر,hanzaleh,1356,حنظله,993,hanzale,عربی,تایید شده
پسر,hamedhossein,101,حامدحسین,181,hhoseyn,عربی,تایید شده
پسر,hasanali,44801,حسنعلی,228,hali,عربی,تایید شده
پسر,hor,684,حر,208,horr,عربی,تایید شده
پسر,hamidoddin,101,حميدالدين,157,hamidoddin,عربی,تایید شده
پسر,hamud,1179,حمود,58,hamud,عربی,تایید شده
پسر,hamd,2906,حمد,52,hamd,عربی,تایید شده
پسر,hosseinmahdi,104,حسينمهدی,187,hmahdi,عربی,تایید شده
پسر,hamidali,149,حميدعلی,172,hali,عربی,تایید شده
دختر,howrasa,101,حوراسا,276,howrāsā,"فارسی , عربی",تایید شده
دختر,horriyeh,493,حريه,223,horriye,عربی,تایید شده
دختر,halavat,101,حلاوت,445,halāvat,عربی,تایید شده
دختر,helyeh,243,حليه,53,helye,عربی,تایید شده
دختر,harese,101,حارثه,714,hārese,عربی,تایید شده
دختر,hasaneh,17174,حسنه,123,hasane,عربی,تایید شده
دختر,hasibeh,2378,حسيبه,85,hasibe,عربی,تایید شده
دختر,horzad,,حورزاد,226,horzad,"فارسی , عربی",نامشخص
دختر,hursa,,حورسا,275,hursa,"فارسی , عربی",نامشخص
دختر,horsan,,حورسان,325,horsan,فارسی,نامشخص
پسر,hadir,101,حدير,222,hadir,عربی,تایید شده
پسر,hesamollah,101,حسامالله,175,hesāmollāh,عربی,تایید شده
پسر,honayn,101,حنين,118,honayn,عربی,تایید شده
پسر,hojjat,63527,حجت,411,hojjat,عربی,تایید شده
پسر,hakim,6603,حکيم,78,hakim,عربی,تایید شده
پسر,hamdollah,25735,حمدالله,118,hamdollāh,عربی,تایید شده
پسر,halim,1486,حليم,88,halim,عربی,تایید شده
پسر,hanif,2318,حنيف,148,hanif,عربی,تایید شده
پسر,habibollah,115143,حبيب الله,88,habibollāh,عربی,تایید شده
پسر,hazegh,101,حاذق,809,hāzeq,عربی,تایید شده
پسر,hekmat,2119,حکمت,468,hekmat,عربی,تایید شده
پسر,hamas,101,حماس,109,hamās,عربی,تایید شده
پسر,hasanreza,6770,حسن رضا,1119,hrezā,عربی,تایید شده
پسر,hanifreza,101,حنیف رضا,1149,hrezā,عربی,تایید شده
پسر,heshmatollah,23369,حشمتالله,814,hešmatollāh,عربی,تایید شده
پسر,hammad,577,حماد,53,hammād,عربی,تایید شده
پسر,hafizollah,4165,حفيظالله,1064,hafizollāh,عربی,تایید شده
پسر,hazem,204,حازم,56,hāzem,عبری,تایید شده
پسر,hasin,101,حصين,158,hasin,عربی,تایید شده
پسر,hasel,2235,حاصل,129,hāsel,عربی,تایید شده
پسر,hares,101,حارس,269,hāres,عربی,تایید شده
پسر,hajat,124,حاجات,413,hājāt,عربی,تایید شده
پسر,hosseinfarbod,101,حسین فربد,414,hfarbod,"فارسی , عربی",تایید شده
پسر,hasun,461,حسون,124,hasun,عربی,تایید شده
پسر,hesamreza,101,حسام رضا,1110,hrezā,عربی,تایید شده
دختر,howrvash,122,حوروش,520,howrvaš,"فارسی , عربی",تایید شده
دختر,huri,25123,حوري,224,huri,"فارسی , عربی",تایید شده
دختر,howra vash,101,حوراوش,521,howrā vaš,"فارسی , عربی",تایید شده
دختر,hur naz,101,حورناز,272,hur nāz,"فارسی , عربی",تایید شده
دختر,hadigheh,25676,حديقه,127,hadiqe,عربی,تایید شده
دختر,hurolein,426,حورالعين,375,hurolein,عربی,تایید شده
دختر,hatame,632,حاتمه,454,hātame,عربی,تایید شده
دختر,habibe,73464,حبيبه,27,habibe,عربی,تایید شده
دختر,hakime,70321,حکيمه,83,hakime,عربی,تایید شده
دختر,halife,101,حليفه,133,halife,عربی,تایید شده
دختر,hormat,2884,حرمت,648,hormat,عربی,تایید شده
دختر,hafseh,8075,حفصه,183,hafse,عربی,تایید شده
دختر,heshmat,9889,حشمت,748,hešmat,عربی,تایید شده
دختر,habbeh,122,حبه,15,habbe,عربی,تایید شده
دختر,hurojjamal,101,حورالجمال,319,hurojjamāl,عربی,تایید شده
دختر,hamase,163,حماسه,114,hamāse,عربی,تایید شده
دختر,hafize,1962,حفيظه,1003,hafize,عربی,تایید شده
دختر,hosnazahra,101,حسنا زهرا حسنی زهرا,332,hzahrā,عربی,تایید شده
دختر,huriye,49906,حوريه,229,huriye,عربی,تایید شده
دختر,hanise,472,حنیسه,133,hanise,عربی,تایید شده
دختر,hayat,21232,حيات,419,hayāt,عربی,تایید شده
دختر,hanifa,172,حنيفا,149,hanifā,عربی,تایید شده
دختر,hosniye,16239,حسنيه,133,hosniye,عربی,تایید شده
دختر,hava,55895,حوا,15,havā,عربی,تایید شده
پسر,hamedreza,,حامدرضا,1054,hamedreza,عربی,نامشخص
دختر,hanan,,حانان,110,hanan,عبری,نامشخص
دختر,hosan,,حصان,149,hosan,عربی,نامشخص
دختر,hasna,,حصنا,149,hasna,عربی,نامشخص
پسر,hamidhossein,,حمیدحسین,190,hamidhossein,عربی,نامشخص
پسر,hamidsaleh,,حمیدصالح,191,hsaleh,عربی,نامشخص
دختر,hanun,,حنون,114,hanun,عربی,نامشخص
دختر,horamah,,حوراماه,261,horamah,"فارسی , عربی",نامشخص
پسر,hay,,حی,18,hay,عربی,نامشخص
دختر,hayfa,,حیفا,99,hayfa,عربی,نامشخص
دختر,hamedeh,,حامده,58,hamede,عربی,نامشخص
دختر,hoseiniyeh,,حسینیه,143,hoseiniyeh,عربی,نامشخص
دختر,hasafeh,,حصفه,183,hasafe,عربی,نامشخص
دختر,hamra,,حمرا,249,hamra,عربی,نامشخص
پسر,hadid,,حادید,27,hadid,عبری,نامشخص
پسر,hanon,,حانون,115,hanon,عبری,نامشخص
پسر,hoban,,حبان,61,hoban,عربی,نامشخص
پسر,hasil,,حصیل,138,hasil,عربی,نامشخص
پسر,hafiz,,حفیظ,998,hafiz,عربی,نامشخص
پسر,hamim,,حمیم,98,hamim,عربی,نامشخص
پسر,habib,96453,حبيب,22,habib,عربی,تایید شده
دختر,harir gol,101,حریرگل,468,harir gol,"فارسی , عربی",تایید شده
دختر,homrah,,حمراه,254,homrah,عربی,نامشخص
دختر,hur,,حور,214,hur,عربی,نامشخص
دختر,hurjahan,,حورجهان,273,hurjahan,"فارسی , عربی",نامشخص
دختر,hurdis,,حوردیس,288,hurdis,"فارسی , عربی",نامشخص
دختر,hurrokh,,حوررخ,1014,hurrokh,"فارسی , عربی",نامشخص
دختر,delvin,,دلوین,100,delvin,کردی,نامشخص
پسر,diyako,4640,دياکو,41,diyāko,کردی,تایید شده
دختر,delaris,,دلاریس,305,delaris,فارسی,نامشخص
دختر,delaram,7907,دلارام,276,delārām,فارسی,تایید شده
دختر,delsa,9477,دلسا,95,delsā,فارسی,تایید شده
دختر,diyana,31873,ديانا,66,diyānā,اوستایی,تایید شده
دختر,deniz,7419,دنیز,71,deniz,ترکی,تایید شده
دختر,delana,,دلانا,86,delana,"ترکی , فارسی",نامشخص
دختر,del ara,4645,دلآرا,236,del ārā,فارسی,تایید شده
دختر,donya,44484,دنيا,65,donyā,عربی,تایید شده
پسر,dayan,397,دايان,66,dāyān,کردی,تایید شده
دختر,delniya,10126,دلنیا,95,delniyā,کردی,تایید شده
پسر,daniyal,100955,دانيال,96,dāniyāl,عبری,تایید شده
دختر,dayana,2190,دايانا,67,dāyānā,"فارسی , یونانی",تایید شده
پسر,dayyan,909,ديان,65,dayyān,عربی,تایید شده
دختر,diyara,222,ديارا,216,diyārā,فارسی,تایید شده
دختر,dorsa,30455,درسا,265,dorsā,"فارسی , عربی",تایید شده
دختر,delin,,دلین,94,delin,کردی,نامشخص
دختر,dor nika,577,درنیکا,285,dor nikā,فارسی,تایید شده
دختر,darya,14462,دريا,215,daryā,فارسی,تایید شده
پسر,dana,3295,دانا,56,dānā,فارسی,تایید شده
دختر,del yar,251,دليار,245,del yār,فارسی,تایید شده
دختر,delmah,,دلماه,80,delmah,فارسی,نامشخص
پسر,diyar,5512,ديار,215,diyār,عربی,تایید شده
دختر,dina,25487,دينا,65,dinā,"اوستایی , عبری",تایید شده
دختر,delvan,,دلوان,91,delvan,کردی,نامشخص
دختر,dela,,دلا,35,dela,فارسی,نامشخص
پسر,darush,69553,داريوش,521,dāruš,فارسی,تایید شده
دختر,del naz,1009,دلناز,92,del nāz,فارسی,تایید شده
